"Vital Statistics
Frequency of Baby Names
From:  Jan 1, 2021  To:  Dec 31, 2022"				
Ranking by Gender & Year	First Name	Frequency	Gender	Year
276	Mya 	14	Girl	2022
276	Naya	14	Girl	2022
276	Nina 	14	Girl	2022
276	Rylie 	14	Girl	2022
276	Scarlet 	14	Girl	2022
276	Sloan 	14	Girl	2022
276	Teagan 	14	Girl	2022
297	Adalyn 	13	Girl	2022
297	Adelaide 	13	Girl	2022
297	Adelyn 	13	Girl	2022
297	Alexandra 	13	Girl	2022
297	Alyssa 	13	Girl	2022
297	Annabelle 	13	Girl	2022
297	Arabella 	13	Girl	2022
297	Aubree 	13	Girl	2022
297	Bailey 	13	Girl	2022
297	Diana 	13	Girl	2022
297	Evie 	13	Girl	2022
297	Finley	13	Girl	2022
297	Florence 	13	Girl	2022
297	Gabrielle 	13	Girl	2022
297	Irha	13	Girl	2022
297	Julianna 	13	Girl	2022
297	Katherine 	13	Girl	2022
297	Khloe 	13	Girl	2022
297	Mckenna 	13	Girl	2022
297	Mehar	13	Girl	2022
297	Michelle 	13	Girl	2022
297	Nicole 	13	Girl	2022
297	Presley	13	Girl	2022
297	Valerie 	13	Girl	2022
297	Willa 	13	Girl	2022
297	Zia 	13	Girl	2022
323	Alayna	12	Girl	2022
323	Amaya 	12	Girl	2022
323	Anika 	12	Girl	2022
323	Ariella 	12	Girl	2022
323	Ayah	12	Girl	2022
323	Blakely 	12	Girl	2022
323	Brianna	12	Girl	2022
323	Danielle 	12	Girl	2022
323	Emberly 	12	Girl	2022
323	Evangeline 	12	Girl	2022
323	Faith 	12	Girl	2022
323	Fiona 	12	Girl	2022
323	Gemma 	12	Girl	2022
323	Genevieve 	12	Girl	2022
323	Haisley 	12	Girl	2022
323	Jayda 	12	Girl	2022
323	Khadija 	12	Girl	2022
323	Lexie 	12	Girl	2022
323	Liliana 	12	Girl	2022
323	Livia 	12	Girl	2022
323	Logan 	12	Girl	2022
323	London 	12	Girl	2022
323	Nadar 	12	Girl	2022
323	Oakley 	12	Girl	2022
323	Payton 	12	Girl	2022
323	Penny 	12	Girl	2022
323	Seerat 	12	Girl	2022
323	Sierra 	12	Girl	2022
323	Valentina	12	Girl	2022
323	Veronica	12	Girl	2022
323	Zainab 	12	Girl	2022
354	Adrianna 	11	Girl	2022
354	Alaia 	11	Girl	2022
354	Aleena	11	Girl	2022
354	Ayana 	11	Girl	2022
354	Blair 	11	Girl	2022
354	Christina 	11	Girl	2022
354	Edith 	11	Girl	2022
354	Emmy 	11	Girl	2022
354	Frances 	11	Girl	2022
354	Helena 	11	Girl	2022
354	Inayat 	11	Girl	2022
354	Jenna 	11	Girl	2022
354	Maggie 	11	Girl	2022
354	Makenna 	11	Girl	2022
354	Mannat 	11	Girl	2022
354	Marley 	11	Girl	2022
354	Mikaela 	11	Girl	2022
354	Rabab 	11	Girl	2022
354	Raelynn 	11	Girl	2022
354	Raven 	11	Girl	2022
354	Savreen 	11	Girl	2022
354	Selene	11	Girl	2022
354	Skye 	11	Girl	2022
354	Vanessa 	11	Girl	2022
354	Winter 	11	Girl	2022
354	Yusra 	11	Girl	2022
380	Aarya 	10	Girl	2022
380	Adelynn 	10	Girl	2022
380	Aliza	10	Girl	2022
380	Anya	10	Girl	2022
380	Asiya 	10	Girl	2022
380	Averie 	10	Girl	2022
380	Ayra	10	Girl	2022
380	Camilla 	10	Girl	2022
380	Dahlia 	10	Girl	2022
380	Dylan 	10	Girl	2022
380	Elahi 	10	Girl	2022
380	Elina 	10	Girl	2022
380	Elle 	10	Girl	2022
380	Elora 	10	Girl	2022
380	Freyja 	10	Girl	2022
380	Harley 	10	Girl	2022
380	Harmony 	10	Girl	2022
380	Harnaaz	10	Girl	2022
380	Henley 	10	Girl	2022
380	Ira 	10	Girl	2022
380	Kinley 	10	Girl	2022
380	Kyra 	10	Girl	2022
380	Leona 	10	Girl	2022
380	Lila 	10	Girl	2022
380	Liv 	10	Girl	2022
380	Lucia 	10	Girl	2022
380	Margo 	10	Girl	2022
380	Mariah 	10	Girl	2022
380	Minha 	10	Girl	2022
380	Miriam 	10	Girl	2022
380	Noelle 	10	Girl	2022
380	Not 	10	Girl	2022
380	Nyla 	10	Girl	2022
380	Palmer 	10	Girl	2022
380	Rhea 	10	Girl	2022
380	Ripley 	10	Girl	2022
380	Rosa 	10	Girl	2022
380	Serenity 	10	Girl	2022
380	Skyla 	10	Girl	2022
380	Tia 	10	Girl	2022
380	Tiana 	10	Girl	2022
380	Zoë 	10	Girl	2022
422	Alaina 	9	Girl	2022
422	Alessia	9	Girl	2022
422	Alexandria 	9	Girl	2022
422	Alisha 	9	Girl	2022
422	Amina 	9	Girl	2022
422	Anayat	9	Girl	2022
422	April 	9	Girl	2022
422	Arianna 	9	Girl	2022
422	Ariel 	9	Girl	2022
422	Arzoi 	9	Girl	2022
422	Aurelia 	9	Girl	2022
422	Blayke 	9	Girl	2022
422	Braelynn 	9	Girl	2022
422	Bria 	9	Girl	2022
422	Bridgette 	9	Girl	2022
422	Camille 	9	Girl	2022
422	Caroline 	9	Girl	2022
422	Celeste 	9	Girl	2022
422	Deborah	9	Girl	2022
422	Elyana	9	Girl	2022
422	Estelle 	9	Girl	2022
422	Evana	9	Girl	2022
422	Eve	9	Girl	2022
422	Fallon 	9	Girl	2022
422	Helen 	9	Girl	2022
422	Jane 	9	Girl	2022
422	Jennifer 	9	Girl	2022
422	Jind	9	Girl	2022
422	Judy 	9	Girl	2022
422	Julie	9	Girl	2022
422	Kiana	9	Girl	2022
422	Leila	9	Girl	2022
422	Lia 	9	Girl	2022
422	Lilian 	9	Girl	2022
422	Linda 	9	Girl	2022
422	Louise 	9	Girl	2022
422	Maddison 	9	Girl	2022
422	Madilyn 	9	Girl	2022
422	Masa	9	Girl	2022
422	Nella 	9	Girl	2022
422	Neriah 	9	Girl	2022
422	Robyn 	9	Girl	2022
422	Ryleigh 	9	Girl	2022
422	Sabrina 	9	Girl	2022
422	Sehaj 	9	Girl	2022
422	Shanaya	9	Girl	2022
422	Sia	9	Girl	2022
469	Adley	8	Girl	2022
469	Aiza	8	Girl	2022
469	Alayah 	8	Girl	2022
469	Alena 	8	Girl	2022
469	Alisa	8	Girl	2022
469	Aliya	8	Girl	2022
469	Amal 	8	Girl	2022
469	Angela	8	Girl	2022
469	Angelina	8	Girl	2022
469	Arwen 	8	Girl	2022
469	Austyn 	8	Girl	2022
469	Bianca 	8	Girl	2022
469	Billie 	8	Girl	2022
469	Blaire 	8	Girl	2022
469	Bridget 	8	Girl	2022
469	Briella 	8	Girl	2022
469	Brynley 	8	Girl	2022
469	Dallas 	8	Girl	2022
469	Daniela 	8	Girl	2022
469	Daphne 	8	Girl	2022
469	Elianna 	8	Girl	2022
469	Elisa	8	Girl	2022
469	Elowyn 	8	Girl	2022
469	Elyse 	8	Girl	2022
469	Evelina 	8	Girl	2022
469	Ganeev	8	Girl	2022
469	Goldie 	8	Girl	2022
469	Haley 	8	Girl	2022
469	Hargun	8	Girl	2022
469	Harriet 	8	Girl	2022
469	Jamie 	8	Girl	2022
469	Janelle 	8	Girl	2022
469	Jianna	8	Girl	2022
469	Joelle 	8	Girl	2022
469	Jovie 	8	Girl	2022
469	Juliana 	8	Girl	2022
469	Juliette 	8	Girl	2022
469	Keira 	8	Girl	2022
469	Kelsey	8	Girl	2022
469	Keziah 	8	Girl	2022
469	Layal 	8	Girl	2022
469	Layan 	8	Girl	2022
469	Layne 	8	Girl	2022
469	Leia 	8	Girl	2022
469	Leighton 	8	Girl	2022
469	Liana 	8	Girl	2022
469	Lyra 	8	Girl	2022
469	Mara 	8	Girl	2022
469	Maren 	8	Girl	2022
469	Marie 	8	Girl	2022
469	Maxine 	8	Girl	2022
469	Nia 	8	Girl	2022
469	Nyra	8	Girl	2022
469	Reya 	8	Girl	2022
469	Rowyn 	8	Girl	2022
469	Saanvi	8	Girl	2022
469	Safa 	8	Girl	2022
469	Salma 	8	Girl	2022
469	Samara 	8	Girl	2022
469	Saylor 	8	Girl	2022
469	Sifat 	8	Girl	2022
469	Soraya 	8	Girl	2022
469	Trinity	8	Girl	2022
469	Vivienne 	8	Girl	2022
469	Winnie 	8	Girl	2022
469	Yasmine	8	Girl	2022
469	Yuna 	8	Girl	2022
469	Zariah 	8	Girl	2022
469	Zaynab	8	Girl	2022
469	Zuri 	8	Girl	2022
539	Aadhya	7	Girl	2022
539	Aarna 	7	Girl	2022
539	Aayla 	7	Girl	2022
539	Alana 	7	Girl	2022
539	Alaya	7	Girl	2022
539	Amaira	7	Girl	2022
539	Amani 	7	Girl	2022
539	Amyra	7	Girl	2022
539	Andi 	7	Girl	2022
539	Angel	7	Girl	2022
539	Annalise 	7	Girl	2022
539	Anne 	7	Girl	2022
539	Ariah 	7	Girl	2022
539	Ashlyn	7	Girl	2022
539	Aspyn 	7	Girl	2022
539	Avah 	7	Girl	2022
539	Avleen 	7	Girl	2022
539	Ayat	7	Girl	2022
539	Belle 	7	Girl	2022
539	Cali 	7	Girl	2022
539	Cara 	7	Girl	2022
539	Clementine 	7	Girl	2022
539	Cleo 	7	Girl	2022
539	Dalia 	7	Girl	2022
539	Daniella 	7	Girl	2022
539	Delina 	7	Girl	2022
539	Devyn 	7	Girl	2022
539	Efrata 	7	Girl	2022
539	Erica 	7	Girl	2022
539	Erin 	7	Girl	2022
539	Everley 	7	Girl	2022
539	Ezra 	7	Girl	2022
539	Fatimah 	7	Girl	2022
539	Faye 	7	Girl	2022
539	Gabriela 	7	Girl	2022
539	Gelila	7	Girl	2022
539	Gracelyn 	7	Girl	2022
539	Gurbani 	7	Girl	2022
539	Harlee 	7	Girl	2022
539	Holland 	7	Girl	2022
539	Ila 	7	Girl	2022
539	Iyla 	7	Girl	2022
539	Jana	7	Girl	2022
539	Juliet 	7	Girl	2022
539	Juno 	7	Girl	2022
539	Kali 	7	Girl	2022
539	Kehlani 	7	Girl	2022
539	Lennyn 	7	Girl	2022
539	Lisa	7	Girl	2022
539	Liya 	7	Girl	2022
539	Macie 	7	Girl	2022
539	Maisy 	7	Girl	2022
539	Mallory 	7	Girl	2022
539	Manaal 	7	Girl	2022
539	Maple 	7	Girl	2022
539	Marlee 	7	Girl	2022
539	Megan 	7	Girl	2022
539	Mehreen 	7	Girl	2022
539	Melina 	7	Girl	2022
539	Melissa 	7	Girl	2022
539	Mina	7	Girl	2022
539	Monroe 	7	Girl	2022
539	Murphy 	7	Girl	2022
539	Mylah	7	Girl	2022
539	Nola 	7	Girl	2022
539	Nyah 	7	Girl	2022
539	Oaklee 	7	Girl	2022
539	Prisha 	7	Girl	2022
539	Raina 	7	Girl	2022
539	Robin 	7	Girl	2022
539	Saoirse 	7	Girl	2022
539	Sapphire 	7	Girl	2022
539	Taqdeer 	7	Girl	2022
539	Tatum 	7	Girl	2022
539	Tenzin	7	Girl	2022
539	Viola	7	Girl	2022
539	Yasmin 	7	Girl	2022
539	Zendaya 	7	Girl	2022
617	Aanya	6	Girl	2022
617	Aayat	6	Girl	2022
617	Afnan 	6	Girl	2022
617	Alexia 	6	Girl	2022
617	Alma 	6	Girl	2022
617	Althea 	6	Girl	2022
617	Amanat 	6	Girl	2022
617	Amelie	6	Girl	2022
617	Amreen 	6	Girl	2022
617	Anahat 	6	Girl	2022
617	Andrea	6	Girl	2022
617	Anita 	6	Girl	2022
617	Ari 	6	Girl	2022
617	Arielle 	6	Girl	2022
617	Ariya 	6	Girl	2022
617	Arwyn 	6	Girl	2022
617	Asma 	6	Girl	2022
617	Bentley 	6	Girl	2022
617	Braelyn 	6	Girl	2022
617	Calliope 	6	Girl	2022
617	Camryn 	6	Girl	2022
617	Casey 	6	Girl	2022
617	Charlee 	6	Girl	2022
617	Chimamanda 	6	Girl	2022
617	Ciara 	6	Girl	2022
617	Dani 	6	Girl	2022
617	Danica 	6	Girl	2022
617	Dorothy 	6	Girl	2022
617	Dua 	6	Girl	2022
617	Elaahi 	6	Girl	2022
617	Elisabeth 	6	Girl	2022
617	Elliot 	6	Girl	2022
617	Elodie 	6	Girl	2022
617	Everlee 	6	Girl	2022
617	Gwendolyn 	6	Girl	2022
617	Halima	6	Girl	2022
617	Haneen 	6	Girl	2022
617	Hiba 	6	Girl	2022
617	Hiyab 	6	Girl	2022
617	Ida 	6	Girl	2022
617	Inaya 	6	Girl	2022
617	Iqra	6	Girl	2022
617	Isobel 	6	Girl	2022
617	Isra 	6	Girl	2022
617	Izabella 	6	Girl	2022
617	Janna	6	Girl	2022
617	Jayla 	6	Girl	2022
617	Jazlyn 	6	Girl	2022
617	Jazmine 	6	Girl	2022
617	Jillian 	6	Girl	2022
617	Jiya 	6	Girl	2022
617	Jocelyn 	6	Girl	2022
617	Johanna 	6	Girl	2022
617	Joyce 	6	Girl	2022
617	Kacey 	6	Girl	2022
617	Kacie 	6	Girl	2022
617	Kaitlyn 	6	Girl	2022
617	Kendra 	6	Girl	2022
617	Kinslee 	6	Girl	2022
617	Leanna	6	Girl	2022
617	Leanne 	6	Girl	2022
617	Lennox 	6	Girl	2022
617	Letty 	6	Girl	2022
617	Lilia 	6	Girl	2022
617	Linnea 	6	Girl	2022
617	Londyn 	6	Girl	2022
617	Luisa 	6	Girl	2022
617	Lyric 	6	Girl	2022
617	Macy 	6	Girl	2022
617	Madelynn 	6	Girl	2022
617	Mae 	6	Girl	2022
617	Magdalena 	6	Girl	2022
617	Mariana	6	Girl	2022
617	Marta 	6	Girl	2022
617	Mavis 	6	Girl	2022
617	Meera 	6	Girl	2022
617	Michaela 	6	Girl	2022
617	Mika 	6	Girl	2022
617	Milana 	6	Girl	2022
617	Miller 	6	Girl	2022
617	Moriah 	6	Girl	2022
617	Noah 	6	Girl	2022
617	Pearl 	6	Girl	2022
617	Phoenix 	6	Girl	2022
617	Princess 	6	Girl	2022
617	Raavi 	6	Girl	2022
617	Rana	6	Girl	2022
617	Raunak 	6	Girl	2022
617	Raylee 	6	Girl	2022
617	Reagan 	6	Girl	2022
617	Remy 	6	Girl	2022
617	Ryan 	6	Girl	2022
617	Scout 	6	Girl	2022
617	Selah 	6	Girl	2022
617	Serene 	6	Girl	2022
617	Siena 	6	Girl	2022
617	Skyler 	6	Girl	2022
617	Soleil 	6	Girl	2022
617	Sumaya 	6	Girl	2022
617	Taliyah 	6	Girl	2022
617	Tara 	6	Girl	2022
617	Thalia 	6	Girl	2022
617	Tiffany 	6	Girl	2022
617	Tina	6	Girl	2022
617	Wynter 	6	Girl	2022
722	Adina 	5	Girl	2022
722	Aida 	5	Girl	2022
722	Akira 	5	Girl	2022
722	Alejandra	5	Girl	2022
722	Alia	5	Girl	2022
722	Aliana 	5	Girl	2022
722	Alicia 	5	Girl	2022
722	Alison 	5	Girl	2022
722	Alivia 	5	Girl	2022
722	Amarah 	5	Girl	2022
722	Ameera 	5	Girl	2022
722	Amen 	5	Girl	2022
722	Anhad 	5	Girl	2022
722	Aniyah 	5	Girl	2022
722	Annabella 	5	Girl	2022
722	Ariam 	5	Girl	2022
722	Arnaaz 	5	Girl	2022
722	Aryam 	5	Girl	2022
722	Arzoie 	5	Girl	2022
722	Ashley 	5	Girl	2022
722	Aubrie 	5	Girl	2022
722	August 	5	Girl	2022
722	Aviana 	5	Girl	2022
722	Avnoor 	5	Girl	2022
722	Ayesha 	5	Girl	2022
722	Ayzal	5	Girl	2022
722	Beau 	5	Girl	2022
722	Betty	5	Girl	2022
722	Birdie 	5	Girl	2022
722	Breanne 	5	Girl	2022
722	Brixley 	5	Girl	2022
722	Brynleigh 	5	Girl	2022
722	Calista 	5	Girl	2022
722	Cameron 	5	Girl	2022
722	Carter 	5	Girl	2022
722	Cassidy 	5	Girl	2022
722	Catalina 	5	Girl	2022
722	Catherine 	5	Girl	2022
722	Celia	5	Girl	2022
722	Chelsea 	5	Girl	2022
722	Clarissa 	5	Girl	2022
722	Collins 	5	Girl	2022
722	Constance	5	Girl	2022
722	Divleen 	5	Girl	2022
722	Diya 	5	Girl	2022
722	Elaine 	5	Girl	2022
722	Elara 	5	Girl	2022
722	Eliora 	5	Girl	2022
722	Elisha 	5	Girl	2022
722	Elliott 	5	Girl	2022
722	Elliotte 	5	Girl	2022
722	Ellis 	5	Girl	2022
722	Emelia 	5	Girl	2022
722	Etta 	5	Girl	2022
722	Georgie 	5	Girl	2022
722	Gloria	5	Girl	2022
722	Gracelynn	5	Girl	2022
722	Greta 	5	Girl	2022
722	Hadassah 	5	Girl	2022
722	Hadleigh 	5	Girl	2022
722	Hafsa 	5	Girl	2022
722	Haniya 	5	Girl	2022
722	Harnoor 	5	Girl	2022
722	Haset	5	Girl	2022
722	Hattie 	5	Girl	2022
722	Hayat 	5	Girl	2022
722	Hoorain	5	Girl	2022
722	Hunter 	5	Girl	2022
722	Inara 	5	Girl	2022
722	Inayah 	5	Girl	2022
722	Irene 	5	Girl	2022
722	Ivana	5	Girl	2022
722	Iza 	5	Girl	2022
722	Jannah	5	Girl	2022
722	Japji 	5	Girl	2022
722	Jolene 	5	Girl	2022
722	Joni 	5	Girl	2022
722	Joy 	5	Girl	2022
722	Judith	5	Girl	2022
722	Kailey 	5	Girl	2022
722	Kaira	5	Girl	2022
722	Kaiya 	5	Girl	2022
722	Kamila 	5	Girl	2022
722	Karter 	5	Girl	2022
722	Kasey 	5	Girl	2022
722	Kathryn	5	Girl	2022
722	Kayleigh 	5	Girl	2022
722	Kendall 	5	Girl	2022
722	Klara	5	Girl	2022
722	Koa 	5	Girl	2022
722	Krisha	5	Girl	2022
722	Laila 	5	Girl	2022
722	Lark 	5	Girl	2022
722	Leena 	5	Girl	2022
722	Leilani 	5	Girl	2022
722	Leni 	5	Girl	2022
722	Lilliana 	5	Girl	2022
722	Lindsey 	5	Girl	2022
722	Lumi 	5	Girl	2022
722	Maddie 	5	Girl	2022
722	Maida 	5	Girl	2022
722	Marian	5	Girl	2022
722	Marianna 	5	Girl	2022
722	Marielle 	5	Girl	2022
722	Marleigh 	5	Girl	2022
722	Marwa	5	Girl	2022
722	Mayan	5	Girl	2022
722	Mckenzie 	5	Girl	2022
722	Mehr 	5	Girl	2022
722	Melanie	5	Girl	2022
722	Meredith 	5	Girl	2022
722	Miraal 	5	Girl	2022
722	Miracle 	5	Girl	2022
722	Miranda 	5	Girl	2022
722	Misk 	5	Girl	2022
722	Miya	5	Girl	2022
722	Monica	5	Girl	2022
722	Muntaha	5	Girl	2022
722	Myah 	5	Girl	2022
722	Nadia 	5	Girl	2022
722	Nimrat	5	Girl	2022
722	Ocean 	5	Girl	2022
722	Priya 	5	Girl	2022
722	Rabaab 	5	Girl	2022
722	Rae 	5	Girl	2022
722	Raeya 	5	Girl	2022
722	Rayne 	5	Girl	2022
722	Reem 	5	Girl	2022
722	Reina 	5	Girl	2022
722	Renata 	5	Girl	2022
722	Rhiannon 	5	Girl	2022
722	Rita	5	Girl	2022
722	Riya	5	Girl	2022
722	Romee 	5	Girl	2022
722	Romy 	5	Girl	2022
722	Rori 	5	Girl	2022
722	Rosalee 	5	Girl	2022
722	Rosemarie 	5	Girl	2022
722	Rosemary 	5	Girl	2022
722	Rubani	5	Girl	2022
722	Rufta 	5	Girl	2022
722	Sakina 	5	Girl	2022
722	Sana	5	Girl	2022
722	Sargun 	5	Girl	2022
722	Savanna 	5	Girl	2022
722	Scarlette 	5	Girl	2022
722	Selina 	5	Girl	2022
722	Senna 	5	Girl	2022
722	Shannon 	5	Girl	2022
722	Shea 	5	Girl	2022
722	Sidak 	5	Girl	2022
722	Siham	5	Girl	2022
722	Stephanie 	5	Girl	2022
722	Sunny 	5	Girl	2022
722	Sylvia 	5	Girl	2022
722	Tabitha 	5	Girl	2022
722	Tala 	5	Girl	2022
722	Taliah 	5	Girl	2022
722	Taytum 	5	Girl	2022
722	Tori 	5	Girl	2022
722	Vamika 	5	Girl	2022
722	Vayda 	5	Girl	2022
722	Veda	5	Girl	2022
722	Whitney 	5	Girl	2022
722	Winifred 	5	Girl	2022
722	Wynn 	5	Girl	2022
722	Yasmeen 	5	Girl	2022
722	Zikra 	5	Girl	2022
722	Ziva	5	Girl	2022
891	Aaira	4	Girl	2022
891	Aaliya	4	Girl	2022
891	Aashvi	4	Girl	2022
891	Abby 	4	Girl	2022
891	Adalia 	4	Girl	2022
891	Adanna 	4	Girl	2022
891	Addalyn 	4	Girl	2022
891	Addilyn	4	Girl	2022
891	Adelina	4	Girl	2022
891	Adria 	4	Girl	2022
891	Advika 	4	Girl	2022
891	Ailani 	4	Girl	2022
891	Aleia 	4	Girl	2022
891	Alex 	4	Girl	2022
891	Alexa 	4	Girl	2022
891	Aleyna	4	Girl	2022
891	Alita 	4	Girl	2022
891	Alyana 	4	Girl	2022
891	Alyza	4	Girl	2022
891	Amalia 	4	Girl	2022
891	Amayah	4	Girl	2022
891	Amélie 	4	Girl	2022
891	Amirah	4	Girl	2022
891	Anaiah 	4	Girl	2022
891	Anayra	4	Girl	2022
891	Arie 	4	Girl	2022
891	Aries 	4	Girl	2022
891	Arisha 	4	Girl	2022
891	Ariyah 	4	Girl	2022
891	Arlo 	4	Girl	2022
891	Arnaz 	4	Girl	2022
891	Artemis 	4	Girl	2022
891	Arwa	4	Girl	2022
891	Asha 	4	Girl	2022
891	Ashlynn 	4	Girl	2022
891	Aubrielle 	4	Girl	2022
891	Austin 	4	Girl	2022
891	Avayah 	4	Girl	2022
891	Avianna 	4	Girl	2022
891	Avreen 	4	Girl	2022
891	Aylin	4	Girl	2022
891	Ayzel	4	Girl	2022
891	Azura 	4	Girl	2022
891	Bayan	4	Girl	2022
891	Beatrix 	4	Girl	2022
891	Braylee 	4	Girl	2022
891	Bronwyn 	4	Girl	2022
891	Brynnlee 	4	Girl	2022
891	Callista 	4	Girl	2022
891	Carly 	4	Girl	2022
891	Cassia 	4	Girl	2022
891	Cassie 	4	Girl	2022
891	Celina	4	Girl	2022
891	Chantelle 	4	Girl	2022
891	Chloé 	4	Girl	2022
891	Ciana 	4	Girl	2022
891	Cirilla 	4	Girl	2022
891	Claira 	4	Girl	2022
891	Clare 	4	Girl	2022
891	Colbie 	4	Girl	2022
891	Cynthia 	4	Girl	2022
891	Dakota 	4	Girl	2022
891	Dania 	4	Girl	2022
891	Dawson 	4	Girl	2022
891	Denver 	4	Girl	2022
891	Diane 	4	Girl	2022
891	Dina	4	Girl	2022
891	Edie 	4	Girl	2022
891	Eileen	4	Girl	2022
891	Eldana 	4	Girl	2022
891	Ellia 	4	Girl	2022
891	Elouise 	4	Girl	2022
891	Elowen 	4	Girl	2022
891	Elsa 	4	Girl	2022
891	Elspeth 	4	Girl	2022
891	Emerald 	4	Girl	2022
891	Emmalyn 	4	Girl	2022
891	Emmeline 	4	Girl	2022
891	Ensley 	4	Girl	2022
891	Ericka 	4	Girl	2022
891	Estella 	4	Girl	2022
891	Felicity 	4	Girl	2022
891	Fern 	4	Girl	2022
891	Fia 	4	Girl	2022
891	Fiadh 	4	Girl	2022
891	Finnley 	4	Girl	2022
891	Francesca 	4	Girl	2022
891	Francine 	4	Girl	2022
891	Geneva 	4	Girl	2022
891	Georgina 	4	Girl	2022
891	Gigi 	4	Girl	2022
891	Gwen 	4	Girl	2022
891	Halo 	4	Girl	2022
891	Harlyn 	4	Girl	2022
891	Hasrat	4	Girl	2022
891	Hayley 	4	Girl	2022
891	Heaven 	4	Girl	2022
891	Heavenly	4	Girl	2022
891	Hidaya 	4	Girl	2022
891	Hiraya 	4	Girl	2022
891	Huda 	4	Girl	2022
891	Hunar	4	Girl	2022
891	Ibadat	4	Girl	2022
891	Iliana 	4	Girl	2022
891	Imani	4	Girl	2022
891	Imogen 	4	Girl	2022
891	Ivory 	4	Girl	2022
891	Jamila 	4	Girl	2022
891	Japneet 	4	Girl	2022
891	Jaya 	4	Girl	2022
891	Jayde 	4	Girl	2022
891	Jemma 	4	Girl	2022
891	Jenny	4	Girl	2022
891	Jewel 	4	Girl	2022
891	Jia	4	Girl	2022
891	Jordan 	4	Girl	2022
891	Jovi 	4	Girl	2022
891	Justina 	4	Girl	2022
891	Kai 	4	Girl	2022
891	Kainaat	4	Girl	2022
891	Kairi 	4	Girl	2022
891	Kaisley 	4	Girl	2022
891	Kaleah 	4	Girl	2022
891	Kaliyah 	4	Girl	2022
891	Kamryn 	4	Girl	2022
891	Karina 	4	Girl	2022
891	Kashvi	4	Girl	2022
891	Katelyn 	4	Girl	2022
891	Kathleen 	4	Girl	2022
891	Katrina 	4	Girl	2022
891	Kavya 	4	Girl	2022
891	Kaya 	4	Girl	2022
891	Kaylie 	4	Girl	2022
891	Kaylyn	4	Girl	2022
891	Keanna 	4	Girl	2022
891	Khadijah	4	Girl	2022
891	Kiera 	4	Girl	2022
891	Kimberly 	4	Girl	2022
891	Kinsey 	4	Girl	2022
891	Krista 	4	Girl	2022
891	Kyla 	4	Girl	2022
891	Kyleigh 	4	Girl	2022
891	Lamar	4	Girl	2022
891	Leen 	4	Girl	2022
891	Legacy 	4	Girl	2022
891	Lenora 	4	Girl	2022
891	Lettie 	4	Girl	2022
891	Leyla 	4	Girl	2022
891	Lianna 	4	Girl	2022
891	Lilyana 	4	Girl	2022
891	Liyana 	4	Girl	2022
891	Lottie 	4	Girl	2022
891	Louisa 	4	Girl	2022
891	Lyanna 	4	Girl	2022
891	Madilynn 	4	Girl	2022
891	Magnolia 	4	Girl	2022
891	Maizy 	4	Girl	2022
891	Makenzie 	4	Girl	2022
891	Manal 	4	Girl	2022
891	Margaux 	4	Girl	2022
891	Marlowe 	4	Girl	2022
891	Mayra 	4	Girl	2022
891	Meghan 	4	Girl	2022
891	Melona 	4	Girl	2022
891	Mercy 	4	Girl	2022
891	Mirra 	4	Girl	2022
891	Mishika	4	Girl	2022
891	Msgana 	4	Girl	2022
891	Mumtaz 	4	Girl	2022
891	Nadine 	4	Girl	2022
891	Nahla 	4	Girl	2022
891	Nanki 	4	Girl	2022
891	Nathalie 	4	Girl	2022
891	Nelly 	4	Girl	2022
891	Neve	4	Girl	2022
891	Niya	4	Girl	2022
891	Niyamat 	4	Girl	2022
891	Nour	4	Girl	2022
891	Nylah 	4	Girl	2022
891	Nysha 	4	Girl	2022
891	Oakleigh 	4	Girl	2022
891	Odessa 	4	Girl	2022
891	Odette 	4	Girl	2022
891	Oona	4	Girl	2022
891	Opal 	4	Girl	2022
891	Ottilie 	4	Girl	2022
891	Rahma 	4	Girl	2022
891	Ramona 	4	Girl	2022
891	Rayan	4	Girl	2022
891	Reid 	4	Girl	2022
891	Remington 	4	Girl	2022
891	Renée	4	Girl	2022
891	Rosalina 	4	Girl	2022
891	Rosalyn 	4	Girl	2022
891	Rya 	4	Girl	2022
891	Rylan 	4	Girl	2022
891	Salwa	4	Girl	2022
891	Samar 	4	Girl	2022
891	Scotlyn 	4	Girl	2022
891	Scottlyn 	4	Girl	2022
891	Selihom 	4	Girl	2022
891	Shay 	4	Girl	2022
891	Sidra	4	Girl	2022
891	Simone 	4	Girl	2022
891	Sofie 	4	Girl	2022
891	Sunni 	4	Girl	2022
891	Talitha 	4	Girl	2022
891	Taqdir 	4	Girl	2022
891	Tasneem 	4	Girl	2022
891	Tegan 	4	Girl	2022
891	Tenley 	4	Girl	2022
891	Teresa 	4	Girl	2022
891	Theodora 	4	Girl	2022
891	Tillie 	4	Girl	2022
891	Tilly 	4	Girl	2022
891	Vanya 	4	Girl	2022
891	Veera 	4	Girl	2022
891	Vesper 	4	Girl	2022
891	Viana	4	Girl	2022
891	Winnifred 	4	Girl	2022
891	Wrenn 	4	Girl	2022
891	Zarah 	4	Girl	2022
891	Zaya 	4	Girl	2022
891	Zayda 	4	Girl	2022
891	Zeenat	4	Girl	2022
891	Zeina	4	Girl	2022
891	Zelda 	4	Girl	2022
891	Zimal	4	Girl	2022
891	Ziya 	4	Girl	2022
